file,pattern,target,line_number,suggested_category,rationale
tests/unit/control/pipeline/stages/managers/deployment/test_ssh_helpers.py,MagicMock_bare,,23,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_ssh_helpers.py,MagicMock_bare,,33,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,132,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,144,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',145,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,162,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,172,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',173,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,189,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,199,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',200,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,216,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,226,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',227,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,242,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,257,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',258,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.time',259,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,278,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,280,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,302,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,306,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,312,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,317,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,323,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,329,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,356,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._deps_installer._ensure_docker_image_present,372,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,373,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',374,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,395,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._deps_installer._ensure_docker_image_present,407,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,408,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',409,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,424,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._deps_installer._ensure_docker_image_present,440,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,441,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.docker_is_container_running',442,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',443,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,MagicMock_bare,,458,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._deps_installer._ensure_docker_image_present,472,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_object_context_manager,manager._launcher._create_env_file,473,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.docker_is_container_running',474,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.time.sleep',475,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher.py,patch_context_manager,f'{LAUNCHER_MODULE}.DEPLOYMENT_TRAINING_START_TIMEOUT',476,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_bare,,78,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_bare,,90,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_bare,,94,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,AsyncMock_other,,97,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,AsyncMock_other,,98,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_other,,100,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_bare,,103,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,AsyncMock_other,,104,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,AsyncMock_other,,105,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,AsyncMock_other,,108,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_other,,110,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_other,,116,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_runner.py,MagicMock_bare,,168,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,97,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,207,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,212,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,215,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,216,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,217,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,220,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,221,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,222,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,225,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,226,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,261,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,268,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,281,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,285,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,288,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,289,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,291,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,294,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,295,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,296,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,299,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,301,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,321,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,325,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,328,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,329,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,331,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_bare,,334,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,336,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,337,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,AsyncMock_other,,338,JUDGMENT,AsyncMock(return_value=...) — prefer Fake async client
tests/unit/control/pipeline/stages/managers/deployment/test_training_launcher_v2.py,MagicMock_other,,340,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,MagicMock_bare,,139,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,patch_object_context_manager,manager._code_syncer.sync,140,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,MagicMock_bare,,147,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,patch_object_context_manager,manager._deps_installer.install,148,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,MagicMock_bare,,155,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/managers/test_deployment_manager.py,patch_object_context_manager,manager._launcher.start_training,157,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,175,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,182,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,187,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,patch_context_manager,subprocess.run,193,ACCEPTABLE,external syscall/IO/log/clock — legit boundary
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,403,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,414,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,448,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,464,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,484,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/stages/test_inference_deployer.py,MagicMock_bare,,499,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/state/test_attempt_controller.py,MagicMock_bare,,82,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/state/test_job_submission.py,patch_object_context_manager,Path.read_text,341,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,MagicMock_bare,,37,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,MagicMock_bare,,38,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,patch_context_manager,ryotenkai_control.pipeline.stages.gpu_deployer.TrainingDeploymentManager,40,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,MagicMock_bare,,41,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,MagicMock_bare,,47,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_gpu_deployer_runner_log.py,MagicMock_bare,,50,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,MagicMock_bare,,144,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,MagicMock_bare,,151,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,patch_object_context_manager,ModelRetriever._build_mlflow_client,211,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,patch_object_context_manager,ModelRetriever._build_mlflow_client,348,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,MagicMock_bare,,445,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,patch_object_context_manager,ModelRetriever._build_mlflow_client,487,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_model_retriever_metrics_replay.py,patch_object_context_manager,ModelRetriever._build_mlflow_client,519,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,40,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,58,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,61,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,62,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,63,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,63,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,64,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,86,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,89,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,90,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,91,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,91,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,92,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,132,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,134,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,137,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,138,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,139,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,163,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,166,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,167,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,168,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,168,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,169,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,184,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,187,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,188,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,189,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,189,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,190,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,216,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,219,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,220,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,221,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,221,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,222,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,241,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,243,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,243,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_control.pipeline.bootstrap.pipeline_bootstrap.load_secrets,245,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StartupValidator.validate,246,JUDGMENT,patch.object — usually replaceable with Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_context_manager,ryotenkai_community.preflight.run_preflight,247,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_other,,247,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_orchestrator_boundary.py,patch_object_context_manager,StageRegistry._build_stages,248,REFACTOR,patch.object on private attr — test smell
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,250,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,251,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,252,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_orchestrator_boundary.py,MagicMock_bare,,253,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_bare,,720,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_other,,723,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_other,,724,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_run_inspector.py,patch_context_manager,ryotenkai_shared.config.loader.load_pipeline_config,732,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_run_inspector.py,patch_dict_context_manager,'os.environ',733,MECHANICAL,patch.dict -> targeted fixture / setattr
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_bare,,750,MECHANICAL,bare MagicMock data carrier -> SimpleNamespace
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_other,,753,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_run_inspector.py,MagicMock_other,,754,MECHANICAL,MagicMock(return_value=...) -> small Fake or factory
tests/unit/control/pipeline/test_run_inspector.py,patch_context_manager,ryotenkai_shared.config.loader.load_pipeline_config,760,JUDGMENT,internal target; consider dep-injection or Fake
tests/unit/control/pipeline/test_run_inspector.py,patch_dict_context_manager,'os.environ',761,MECHANICAL,patch.dict -> targeted fixture / setattr
tests/unit/control/pipeline/test_run_inspector.py,patch_context_manager,time.sleep,778,ACCEPTABLE,external syscall/IO/log/clock — legit boundary
